5000 10000
391 556 3
391 4828 10
392 796 5
392 1323 9
392 2219 4
392 4111 919
393 1000 878
393 1947 9
394 667 4
394 674 3
394 1320 9
394 3739 180
394 4375 803
395 908 9
395 2593 7
395 4505 88
395 4582 130
396 1254 10
396 1393 220
397 554 1
397 607 7
397 767 9
397 1460 940
397 2016 216
397 2382 10
398 1150 597
398 1490 2
398 4515 9
399 688 10
399 3067 10
399 3863 7
400 621 3
400 1389 710
400 2581 4
400 3213 4
400 3238 937
401 562 9
401 721 9
401 817 1
401 1097 1
401 1268 9
401 4048 175
402 481 6
402 977 8
402 1558 5
402 1582 175
402 3243 259
402 4477 585
403 695 10
403 1765 23
403 1882 215
404 514 7
404 780 8
404 1324 7
404 1501 3
404 2081 2
404 2429 7
405 2810 10
406 1157 10
406 1197 8
406 4465 546
407 610 10
407 897 6
407 1488 8
407 2219 291
407 3599 337
407 4341 908
408 673 5
408 1697 3
408 1864 933
408 3640 3
408 4966 76
409 1070 4
409 1569 7
410 460 185
410 1237 1
410 1911 808
410 1929 5
410 2097 411
410 4762 205
411 651 6
411 737 4
411 934 9
411 1474 914
411 3418 1
411 4139 474
412 875 6
412 3088 1
412 3626 598
413 2495 3
413 4412 174
414 1998 713
415 593 4
415 596 442
415 1341 911
415 2235 2
415 2426 380
415 2896 9
416 595 9
416 802 2
416 885 7
416 1837 974
416 1988 4
416 2815 10
416 3662 266
416 4967 121
417 946 3
417 1005 4
417 3513 7
417 4683 403
417 4830 10
418 484 10
418 2353 71
418 2892 647
418 3665 781
419 479 7
419 703 8
419 1098 229
419 2053 8
419 2402 10
419 2680 10
419 2879 195
419 3738 10
420 669 4
420 1271 10
420 1816 340
420 4165 800
421 1630 1
421 2600 231
421 3491 3
422 865 67
422 1341 171
422 2241 746
422 2456 2
422 2781 761
422 3673 4
422 4924 297
423 1251 10
423 1390 2
423 1519 5
423 1771 4
423 2353 5
423 3308 48
423 3764 7
424 793 4
424 1393 214
424 1584 5
424 2994 933
425 903 2
425 1187 3
427 1032 9
427 1262 9
427 1899 1
427 2043 7
427 2109 9
427 2913 2
427 3652 648
427 4414 690
428 1366 7
428 2696 5
428 4914 975
429 678 6
429 929 307
429 1499 661
429 3041 9
429 4331 8
430 723 4
430 849 689
430 3034 650
430 4143 569
431 675 10
431 1834 6
432 613 8
432 643 440
432 901 165
432 2345 9
432 2647 100
432 3933 103
433 551 8
433 754 3
433 855 4
433 1666 868
433 1744 293
433 1866 1
433 2255 10
433 2330 9
433 4758 972
434 1371 651
435 862 4
435 942 10
435 1043 677
435 2901 784
435 4703 270
435 4945 123
436 443 5
436 775 8
436 957 3
436 1736 6
436 3253 966
436 4000 70
436 4117 349
437 571 3
437 588 1
437 1144 1
437 2337 2
437 4395 8
438 555 1
438 756 1
438 1000 5
438 2494 201
438 3154 2
438 4866 8
439 492 2
439 577 617
439 3139 8
440 1022 7
440 2102 8
440 4702 1
441 502 1
441 599 7
441 1666 5
441 3273 7
442 553 9
442 1918 886
442 3334 138
442 3743 3
443 2645 640
443 2756 917
443 2895 229
444 1063 8
444 2136 10
444 4500 488
445 451 73
445 630 9
445 1269 8
445 1935 6
446 1286 687
446 1864 786
446 1968 973
447 564 598
447 644 3
447 1823 628
447 2721 1
447 4604 904
448 528 408
448 567 8
448 863 5
448 1710 10
449 497 7
449 2519 460
449 3975 397
449 4077 1
449 4100 2
449 4713 115
450 464 7
450 478 10
450 1265 3
450 3453 9
450 3556 461
450 4140 4
451 1568 195
451 3115 95
451 4090 201
452 524 1
452 1100 4
452 1120 4
452 1880 6
452 2526 9
453 510 5
453 857 7
453 1095 9
453 2005 463
453 3832 786
454 1685 7
454 1735 7
454 2283 9
454 3928 7
455 1598 1
455 2928 785
455 4846 28
456 4133 989
456 4770 715
457 735 3
457 2193 340
457 3290 753
457 4068 140
457 4269 9
457 4730 861
458 1221 4
458 2359 484
458 3027 770
458 3355 908
458 3964 101
458 4544 340
459 637 1
459 961 400
459 1030 8
459 1886 2
459 2219 35
460 538 10
460 3481 597
460 3827 6
461 717 534
461 2488 667
461 4314 2
462 473 779
462 760 10
462 1426 8
462 2100 8
462 3688 827
462 4117 2
462 4325 906
463 1972 6
463 2657 1
463 4268 314
464 670 4
464 1114 2
464 1132 5
464 1577 954
464 2335 3
464 3681 963
464 3958 676
465 1102 926
465 1160 10
465 1756 9
465 2216 5
466 3268 869
466 3669 8
466 4275 4
467 709 10
467 762 684
467 2358 6
467 3873 8
468 1288 491
468 3754 9
468 4798 10
469 898 10
469 1128 7
469 1961 1
469 2928 460
469 3034 620
469 4657 5
470 1111 9
470 3297 734
471 677 7
471 912 4
471 916 3
471 1995 19
472 2327 4
472 3716 5
472 4421 199
473 689 144
473 849 10
473 1663 391
473 1943 1
473 2478 71
473 3808 28
473 4375 883
474 2323 6
474 4503 638
475 719 5
475 1083 4
475 1084 574
475 1824 725
475 2618 5
476 833 4
476 1354 7
476 1405 6
476 2078 1
476 2299 7
476 2948 892
476 3134 7
476 3999 24
477 1253 732
477 1357 329
477 1845 9
477 1944 5
477 2606 765
477 3363 6
479 641 5
479 652 8
479 684 5
479 933 532
479 1984 668
479 3300 7
480 1782 5
480 3029 808
480 3129 8
480 4733 8
481 564 1
481 933 2
481 1002 935
481 1218 2
481 2597 4
481 3694 4
481 4413 9
481 4964 106
482 1305 9
482 1342 9
482 3604 676
482 3852 892
482 4346 7
482 4612 740
483 587 1
483 875 241
483 4196 826
483 4415 934
484 496 1
484 616 3
484 1737 409
484 2481 5
484 2883 72
485 550 4
485 1338 3
485 1719 8
485 4967 899
486 723 331
486 743 7
486 1329 214
486 3854 2
486 4792 883
486 4878 885
486 4895 700
487 1004 10
487 1291 8
487 1334 798
487 2033 229
488 1680 183
488 1761 9
488 3163 985
488 3298 364
491 786 10
491 3240 62
491 3864 82
492 2619 551
492 3284 5
492 4982 6
493 501 4
493 632 7
493 648 241
493 1618 2
493 1625 5
493 1743 6
493 2146 294
493 3447 937
493 4597 1
493 4998 365
494 762 5
494 2792 1
495 559 9
495 3318 22
496 734 9
496 2792 264
496 2819 821
496 2960 367
496 4675 963
498 1358 58
498 1500 83
498 2504 7
498 3284 781
498 4171 484
499 1293 9
499 2808 309
499 2848 9
499 3354 947
499 4989 708
500 1131 7
500 2806 8
501 511 2
501 1926 7
501 2745 594
502 581 7
502 1289 182
502 2703 4
503 1230 6
503 1874 141
503 3020 236
504 577 310
504 2662 463
504 3894 851
504 4251 10
505 764 4
505 1147 2
505 1718 879
505 4666 480
505 4920 403
506 801 2
506 1295 3
506 1346 8
506 2106 9
506 4095 299
507 699 2
507 1087 332
507 1130 537
507 1846 646
507 3676 570
508 566 654
508 1158 4
508 2891 4
509 1385 5
509 2713 951
509 3512 635
509 4080 8
510 1275 140
510 4234 402
511 1031 10
511 1204 9
511 1306 3
511 2509 306
513 584 3
513 1767 3
513 2046 9
514 1462 3
514 2256 1
514 2392 6
514 2583 878
514 4618 185
515 561 716
515 1549 4
515 3338 193
516 3547 508
516 4131 3
517 549 4
517 2279 4
517 2956 7
517 3821 10
517 4578 418
518 544 8
518 575 5
518 741 5
518 781 9
518 840 4
518 1941 213
518 2036 10
518 2781 3
518 4270 694
519 1694 145
519 2264 6
519 3394 6
520 1422 5
520 1734 3
520 3004 668
521 1277 5
521 1433 7
521 3105 417
521 3752 4
522 3415 130
522 3554 10
522 4791 1
523 2763 1
523 3062 620
523 3865 2
524 537 3
524 2365 5
524 2703 308
524 3462 2
525 532 2
526 715 7
526 1179 919
526 1294 3
527 646 895
527 1002 9
527 2905 211
527 3561 6
528 597 2
528 1263 6
528 2582 4
528 4266 6
529 1380 3
529 2014 666
530 1356 7
530 2617 392
530 3222 18
530 3735 7
530 3945 977
531 787 6
531 982 1
531 1047 437
531 1932 616
531 2620 3
532 1177 8
532 2560 861
532 3557 886
532 4104 505
532 4447 4
533 4370 6
534 592 563
534 810 4
534 4876 3
535 659 3
535 2041 9
536 639 8
536 1505 10
536 4548 10
537 800 6
537 1236 708
537 2517 1
538 3775 361
539 860 814
539 1106 7
539 1325 8
539 1504 1
539 1995 87
539 2267 942
539 2532 3
540 2265 792
541 2042 5
541 2066 9
542 561 3
542 877 4
542 1298 1
542 1592 3
542 2247 622
542 2882 9
542 4927 288
543 1787 1
543 2058 2
543 2968 716
543 3982 3
544 600 2
544 1229 6
544 1503 7
544 2899 4
544 3817 6
544 4729 95
544 4993 805
545 1037 11
545 1990 8
545 2288 61
545 3069 272
546 1240 4
546 2896 280
546 2978 748
546 3220 6
546 4601 729
547 1851 8
547 2130 8
547 3382 371
547 4617 3
548 1210 4
548 1477 4
548 1525 1
548 1730 7
548 2622 7
548 3015 510
548 3212 414
548 3815 1
548 4104 712
549 1334 840
549 1349 1
549 2282 573
549 2944 3
549 3731 1
550 3255 4
550 3913 982
550 4121 43
551 1665 772
551 2172 9
551 2418 305
551 3079 4
551 4577 5
551 4586 1
551 4610 324
552 753 6
553 3867 15
554 2229 554
554 2309 29
554 2842 5
554 3245 4
554 3296 582
555 1938 2
555 3215 8
555 3916 3
555 4213 9
555 4634 527
555 4794 379
556 1489 5
556 2644 558
557 975 9
557 1314 2
557 1414 8
557 1962 519
557 3720 3
557 4030 615
557 4712 2
557 4876 197
557 4926 337
558 563 5
558 1755 185
558 1902 1
558 2054 4
558 2537 272
558 2923 337
559 1963 939
559 2069 6
559 3008 292
559 3534 321
559 4872 862
560 836 3
561 1372 268
561 1563 6
561 1752 5
561 3046 8
561 3693 7
561 4088 9
561 4245 4
561 4519 761
562 794 5
562 1039 5
562 2498 888
562 2824 766
563 3850 299
563 4211 499
565 907 538
567 1428 4
567 3886 160
567 4119 180
568 973 7
568 1357 10
568 1808 436
568 3978 871
568 4091 467
568 4192 682
568 4422 544
568 4932 6
569 662 260
569 833 75
569 938 7
570 3115 698
570 3522 5
571 584 471
571 694 6
571 1455 3
571 1784 896
571 2246 521
571 3903 728
572 752 7
572 795 706
572 2769 9
573 769 738
573 1085 6
573 1238 3
573 3510 8
574 783 5
574 1035 4
574 1784 10
574 1909 9
574 2348 10
574 3478 873
574 4476 9
575 865 4
575 2175 1
575 4034 759
575 4171 9
576 922 6
576 1752 193
576 2120 114
576 2252 546
576 4119 210
577 1972 29
577 2849 4
577 4993 2
578 2267 774
578 3420 462
578 3958 9
579 1948 488
580 4120 208
581 750 10
581 867 6
581 2709 972
581 4473 577
581 4481 957
582 1520 836
582 2049 3
582 2666 7
582 3399 743
583 1390 657
583 1880 132
583 1887 2
583 2985 971
583 4599 9
584 1433 92
584 4306 7
585 657 4
585 712 5
585 2072 10
585 2735 7
585 3461 447
585 3518 97
586 738 126
586 824 5
586 1108 8
586 1936 664
586 4477 304
587 1839 7
587 3105 477
588 1206 2
588 1585 1
588 2214 408
588 2480 1
588 3439 869
589 1460 720
589 1668 9
589 1691 8
589 2811 6
589 4231 20
589 4296 959
590 951 1
590 999 5
590 1276 328
590 2935 664
590 3194 367
590 4484 450
591 2963 313
591 3196 88
592 982 38
592 4697 693
593 2233 2
593 2895 416
594 797 2
594 2750 6
594 2823 7
594 3287 63
595 2293 2
595 2589 781
595 3408 3
595 3755 9
596 941 1
596 1470 3
597 700 9
597 739 4
597 2850 499
597 4480 9
598 603 3
598 612 484
598 1227 8
598 1706 7
598 3154 226
598 3497 522
599 1122 8
599 1523 5
599 2846 828
599 3487 4
600 1025 4
600 1617 5
600 1883 2
600 2232 5
600 2317 9
600 2548 2
600 2920 2
600 3180 479
600 3504 4
601 1567 1
601 2673 1
602 795 3
602 1416 4
602 1714 8
602 3409 3
603 1283 7
603 4156 9
604 1463 240
604 2045 10
604 4737 8
605 2028 3
605 3114 898
606 1845 984
606 2689 228
606 3042 8
606 3452 1
607 2415 376
607 3889 9
607 4666 863
608 2653 396
608 3866 3
609 1518 10
609 3488 2
610 859 6
610 1034 5
610 2210 5
610 2429 96
611 663 5
611 1061 4
611 1755 479
611 1808 5
611 3334 4
611 4311 728
611 4495 1
612 1296 644
612 1737 3
612 1847 5
612 3152 878
613 1241 9
613 1256 962
613 1359 4
613 1576 6
613 4811 2
614 707 9
614 1200 67
614 2893 995
614 3312 9
614 4910 544
615 2628 316
615 3623 878
616 1054 3
616 3155 72
616 3925 1
616 3963 152
617 1910 4
617 2209 423
617 2830 65
617 3877 659
618 778 2
618 1094 4
618 3200 9
618 3472 2
619 923 9
619 2016 3
619 2262 6
620 884 486
620 1102 7
621 636 1
621 638 1
621 1125 10
621 1156 722
621 2802 817
621 3745 7
621 3871 3
621 4665 4
622 1155 2
622 4077 400
622 4331 663
623 1051 7
623 1480 261
623 4158 361
625 1513 3
625 2006 1
626 755 9
626 1597 9
627 1846 7
627 1977 8
627 2605 356
628 732 2
628 1180 9
628 1244 254
628 2043 410
628 3549 676
629 768 8
629 856 4
629 4000 2
629 4905 286
630 1188 6
630 1258 10
630 1711 9
631 714 9
631 808 1
631 986 510
631 2271 512
631 3189 332
631 4109 4
631 4342 10
631 4633 284
632 676 6
632 1006 7
632 2050 1000
632 3678 3
632 4517 422
633 2608 9
633 4853 997
634 947 401
634 2068 8
634 2250 356
634 3056 981
634 4353 1
634 4555 21
635 1468 7
635 2993 9
635 3383 699
635 3411 937
635 4350 905
636 1547 7
636 1615 6
637 782 10
637 2446 822
637 2789 597
637 3160 10
637 4362 7
638 691 6
638 1769 433
639 4852 875
639 4993 657
640 3104 3
641 665 589
641 3636 686
641 4721 4
642 1232 7
642 1365 365
642 1532 8
642 1669 6
642 2950 9
642 3145 4
642 3318 165
642 4989 728
643 1708 1
643 2251 760
643 2254 6
643 2873 7
644 789 351
644 1658 4
645 1048 6
645 1130 527
645 3397 610
645 3685 9
645 4423 946
646 858 218
646 881 7
646 1063 268
646 2459 487
646 4278 314
647 1921 369
647 3659 174
649 826 2
649 3241 997
649 3486 1
650 1674 3
650 3454 865
650 4277 4
651 1531 4
651 4761 6
652 1055 1
652 1105 317
653 876 192
653 1092 1
653 1341 2
653 3267 9
654 831 616
654 2881 10
654 4299 6
655 872 339
655 2665 352
655 2855 286
655 4596 176
656 1042 6
656 3136 393
657 1951 10
658 1001 9
658 1228 5
658 3894 708
658 3931 648
659 2634 402
659 4034 8
659 4513 7
659 4785 223
660 2074 9
661 1805 3
661 2040 1
661 2772 7
661 4722 7
661 4969 674
662 771 10
662 3336 608
662 4578 9
663 2698 2
663 3662 790
664 1762 4
664 1804 2
665 1047 6
665 1049 1
665 1688 226
665 1940 7
666 1445 6
666 1773 51
666 1799 10
666 2684 101
666 2932 5
666 2992 398
666 3298 877
666 4049 35
666 4664 521
667 2626 201
667 4311 5
667 4572 2
668 846 176
668 2176 1
668 4470 1
668 4829 9
668 4902 4
669 1412 36
670 1607 379
670 2966 8
670 3319 505
670 4240 2
671 705 7
671 1326 800
671 1423 2
671 1733 8
671 1740 27
671 1798 9
671 4050 317
671 4063 10
671 4486 711
671 4591 554
671 4641 6
672 804 5
672 1023 3
672 1375 310
672 1642 540
672 2492 585
672 3829 10
672 4987 109
673 1253 1
673 1751 345
673 1848 59
673 3830 9
674 1184 6
674 1894 5
675 1107 927
675 1152 1
675 1496 87
675 1674 354
675 2098 6
675 2868 8
675 4118 492
676 962 6
676 1274 903
676 1603 505
676 2472 9
676 3420 3
677 2236 8
677 2414 753
677 2865 4
677 3330 5
677 4456 872
677 4580 565
678 1551 4
679 681 817
679 698 607
679 1456 8
679 1517 7
679 1663 9
679 1951 644
679 3844 10
680 873 6
680 3546 10
680 4481 3
681 1508 10
681 2361 838
681 3343 6
681 4086 6
681 4099 938
682 1308 2
683 2713 861
683 3294 293
683 3826 931
683 4411 420
683 4791 327
683 4998 6
684 984 3
684 2679 188
685 1978 4
685 3908 658
685 4919 81
686 3319 957
686 3342 4
687 2704 272
687 2838 6
687 3987 5
688 2183 4
688 3212 10
688 3938 2
688 3952 905
689 765 2
689 2213 2
689 2676 10
690 1391 2
690 1516 662
690 2600 400
690 3849 746
690 4073 543
691 854 4
691 1020 9
691 1868 837
691 4257 664
691 4885 364
692 928 5
692 948 7
692 2554 6
692 3357 318
693 1980 431
693 2899 444
693 3237 162
694 752 603
694 3041 367
694 4191 859
694 4307 5
694 4468 133
695 3506 8
695 4728 93
696 832 786
696 2543 7
696 2685 863
696 3634 3
696 4415 353
697 2157 4
697 2883 8
697 3665 9
698 886 4
698 1815 2
698 1849 8
698 4087 810
698 4892 6
699 827 9
699 1567 738
699 2722 10
700 983 9
700 1076 9
700 3975 749
701 726 5
701 1582 6
701 1833 626
701 2146 104
701 2239 3
702 748 4
702 899 9
702 1096 2
702 1384 9
702 1716 10
702 1868 10
702 2598 8
702 3279 18
702 3784 784
703 2477 5
704 742 6
704 2066 589
704 3498 483
704 4424 10
705 716 7
705 870 6
705 1677 5
706 1361 3
706 1618 204
706 1824 353
706 4680 900
707 1031 95
707 2210 964
707 3481 433
707 4790 578
707 4832 4
708 936 3
708 1138 7
708 1396 8
708 2556 7
708 2576 917
709 1130 6
709 3785 551
709 4605 284
710 747 9
710 1214 9
710 2580 5
710 2999 723
710 3637 443
710 4979 435
711 722 7
711 2247 814
711 2257 10
712 2050 19
712 2354 289
712 2393 2
712 2758 366
712 3053 914
712 3364 855
712 4323 499
715 1084 2
715 3037 332
716 1976 702
716 2584 842
716 4328 109
716 4421 7
716 4971 834
717 843 6
717 917 4
717 1171 7
717 1634 2
717 3050 4
717 3643 2
718 3363 554
718 3735 882
718 3737 7
719 1173 657
719 1888 823
719 2540 415
719 2656 4
719 3024 4
720 791 5
720 1036 2
720 3805 6
720 4817 6
721 965 2
721 1726 9
721 2662 483
721 3337 9
721 3963 3
721 4723 6
722 2277 456
722 3444 727
723 1012 10
723 1091 4
723 4847 805
723 4856 7
724 1905 453
724 4023 637
724 4139 382
724 4572 890
725 949 6
725 976 7
725 3366 10
725 3990 9
726 1872 1
726 3309 257
726 4494 807
727 2171 10
727 2445 125
728 1079 2
728 1807 3
728 2064 3
728 2616 978
728 4432 384
729 1065 1
729 2650 491
729 3155 322
730 1127 1
730 1167 6
730 2089 9
730 3008 3
731 749 1
731 1235 9
731 1638 351
731 3286 833
731 3906 557
731 4298 888
731 4914 232
732 1511 9
732 3178 484
732 4565 483
733 4086 744
734 895 650
734 1048 825
734 1699 8
734 1789 9
734 2900 901
734 3365 355
734 4827 8
735 736 108
735 927 5
735 982 421
735 1336 189
735 2347 8
735 2715 354
735 3269 8
735 3276 3
735 3792 5
735 4512 988
736 2613 10
736 2824 3
736 3608 10
736 4569 604
737 1329 4
738 789 3
738 1484 5
738 2583 8
738 3482 2
739 895 9
739 978 9
739 1226 10
739 1778 1
739 4074 8
740 1431 6
740 1962 9
740 2919 8
741 901 9
741 2267 6
741 3494 598
741 4649 949
742 943 4
742 1579 7
742 2452 345
742 3947 415
742 4787 6
743 812 6
743 3466 161
743 3688 37
744 887 5
744 1738 5
744 2760 6
744 3135 102
744 3351 432
744 4104 93
744 4980 384
745 809 1
745 911 5
745 1385 433
745 1545 2
745 2394 7
746 1081 6
746 2627 15
746 3391 2
746 4607 790
747 2725 556
748 1790 10
748 1809 2
748 1983 2
748 2695 820
748 4512 817
749 761 6
749 948 288
749 1877 8
750 1975 1
750 2591 847
751 1876 9
751 3323 456
752 2585 6
754 2886 334
754 3717 1
755 1024 2
755 1750 5
755 2528 447
755 3985 548
756 1521 560
756 2660 3
756 3240 1
756 4967 4
757 1017 2
757 2211 992
757 3046 962
757 3702 588
758 1161 3
758 4754 96
759 1422 359
759 1614 7
759 3214 79
760 1028 5
760 1255 5
760 2282 4
760 3025 4
760 4099 858
761 2331 523
761 4556 2
762 840 26
762 1026 9
762 1179 8
762 2252 892
763 3329 164
763 4337 971
763 4523 2
764 868 1
764 929 871
764 1638 1
764 1888 600
764 2001 3
764 4750 4
766 1984 6
766 2812 8
766 3764 833
767 960 1
767 1097 160
767 1385 498
767 1421 5
767 1851 268
767 3832 5
768 1840 976
768 3283 6
769 1066 6
769 3122 1
769 4262 10
769 4921 937
770 1473 9
771 1844 9
771 3187 2
771 3856 10
771 4536 932
772 2088 5
772 2869 788
772 2930 446
772 4622 10
774 988 2
774 1879 629
774 2508 789
774 3590 704
774 4784 258
775 776 9
775 807 690
775 1319 2
775 3467 339
775 4295 697
775 4347 546
776 1115 3
776 1992 305
776 2772 503
776 3268 566
777 1869 9
777 3962 770
777 4415 5
777 4873 585
778 1274 617
778 3932 8
779 896 7
779 1160 71
779 1410 6
779 1478 329
779 1555 10
779 1652 4
779 1916 3
779 2316 9
779 3102 1
780 3429 551
781 1049 3
781 1199 4
781 1483 2
781 1758 653
781 1859 9
781 2778 7
782 985 62
782 989 9
782 3854 107
783 860 6
783 1281 6
784 1103 104
785 1465 1
785 3385 737
786 1645 5
786 2767 248
786 4640 104
787 1014 472
787 1344 518
787 2280 5
787 2518 846
787 3137 620
787 3380 41
788 2561 504
788 3951 679
788 4331 980
789 1640 1
789 3771 441
790 1192 8
790 1222 102
790 1394 3
791 893 1
791 1185 199
791 1753 117
791 2616 329
791 3076 10
791 4329 7
792 1363 866
792 2265 367
793 3403 2
793 4435 7
793 4647 724
794 1153 2
794 2550 963
794 4685 3
794 4755 47
795 2836 737
795 4618 688
795 4918 172
797 1187 260
797 1406 2
797 3034 6
797 3927 665
798 833 605
798 972 10
798 1435 2
798 3239 5
798 4266 431
799 1077 1
799 2747 8
799 3000 772
799 4960 715
800 823 8
800 1452 6
800 1695 745
800 4281 518
800 4954 370
801 944 6
801 3948 487
801 4111 695
802 1067 9
802 1927 9
802 3940 5
803 884 388
803 1525 482
803 1725 780
803 2051 8
803 3445 655
803 3468 288
803 3533 670
803 4005 414
804 1088 168
804 4273 159
805 1103 6
805 2357 9
805 2681 6
805 4372 2
806 815 4
806 835 7
806 4011 385
806 4705 3
807 1029 6
807 4237 461
808 872 9
808 991 7
808 2893 172
809 994 10
809 1737 184
809 4428 507
809 4806 26
810 855 620
810 1811 4
810 1999 870
811 3930 683
812 3288 443
812 3320 9
812 4896 255
813 1857 7
813 4084 913
814 2099 838
815 1428 730
815 2731 991
815 4698 2
816 1033 2
816 1852 5
816 3091 782
817 4026 507
818 2538 8
819 1546 9
819 2174 1
819 3244 5
820 1763 3
820 1848 2
820 3408 3
821 1836 2
821 3768 290
821 4124 784
822 1467 6
823 1591 10
823 1928 8
823 2189 4
824 1135 6
824 1403 3
824 1809 12
824 3843 1
825 858 1
825 891 6
825 1182 10
826 1718 789
826 1835 2
826 2404 3
826 2417 349
826 3463 389
826 3940 352
827 1773 3
827 2013 6
827 2062 453
827 4098 540
827 4896 5
828 1233 6
828 2182 3
828 3235 511
828 3490 148
828 4067 9
829 2722 804
829 3157 1
829 4119 890
830 1430 2
830 2722 752
830 2953 341
830 4522 840
831 1104 7
831 3888 1
831 4247 305
832 2090 6
832 3106 6
832 3867 463
833 1493 229
833 2964 4
833 3424 7
833 3476 3
833 3719 2
834 1059 5
834 4864 145
835 2336 846
835 2499 2
835 4372 947
836 1078 5
836 2455 9
837 2091 963
837 2355 3
837 4624 7
838 1112 6
838 1292 2
838 3203 1
838 3579 873
839 1581 4
839 2271 10
839 2381 500
839 2654 4
839 4740 454
840 878 8
840 954 4
840 1122 752
840 1322 92
840 2720 3
841 946 582
841 1399 319
841 4286 724
841 4381 4
842 1935 430
842 2575 9
842 4003 8
842 4969 532
843 956 9
843 1027 10
843 1713 7
843 2234 470
844 2622 301
845 3331 739
845 3511 559
846 1498 1
846 2871 6
847 964 4
847 1703 6
847 1887 169
847 2076 2
847 4215 737
848 863 84
848 1181 309
848 2837 2
849 1117 943
849 3828 8
850 1040 1
850 2223 9
850 2337 61
850 4913 894
851 2448 7
851 2523 632
851 3621 112
852 1169 9
852 1971 734
852 1989 7
852 4333 558
853 2597 304
854 1594 2
854 4138 2
855 1967 153
855 2069 850
855 2516 4
856 1223 3
857 1089 4
857 1820 5
857 3046 450
858 1010 2
858 1263 984
858 2059 8
858 2284 6
858 2601 7
858 3835 4
859 931 8
859 1341 526
859 1383 6
859 4709 388
860 1655 5
860 2734 6
860 3332 524
860 3977 2
860 4084 621
860 4271 869
861 890 5
861 1327 8
861 1557 2
861 2399 3
861 2596 956
861 3464 672
862 1342 290
862 1408 8
862 3413 5
862 3623 657
863 1755 782
863 2536 1
863 3960 467
864 1033 912
864 1208 2
864 1838 7
864 4873 189
865 4944 397
866 2851 1
866 3022 6
866 3039 228
866 4859 2
867 879 5
867 906 9
867 1444 294
867 2334 284
867 3105 5
867 4805 10
870 2544 387
870 2714 8
870 2834 6
870 2894 249
870 4855 317
871 1210 109
871 2692 3
871 3250 113
871 4927 662
871 4974 1
872 3602 2
872 4366 214
872 4384 694
873 1139 201
873 2069 905
873 2484 806
873 2942 21
873 4824 731
874 1043 9
874 1409 4
874 3235 723
874 3645 66
874 4606 245
875 913 6
875 1041 7
875 1120 885
875 1643 2
876 1601 9
876 1840 5
876 3089 5
877 3040 5
877 3956 3
878 993 7
878 1053 4
878 1260 1
878 3929 3
878 3968 534
879 3543 285
879 4218 4
879 4403 10
879 4768 7
880 1800 5
880 3824 472
880 3929 659
881 1126 4
881 1687 1
881 3092 633
881 3728 243
881 4249 7
881 4838 6
882 1238 436
882 1816 806
882 2434 9
883 2570 10
883 3325 7
884 2340 5
884 4890 10
885 2799 336
886 3774 5
887 1593 792
887 1957 339
887 2984 4
887 3140 9
888 1046 645
888 1526 332
888 2472 642
888 2765 538
888 4388 543
889 1532 630
889 3881 456
889 4158 3
890 1179 541
890 1817 288
890 2559 787
890 3100 10
891 1205 10
891 1362 995
891 2437 607
891 2589 3
891 2723 8
891 3559 202
891 4349 1
891 4959 607
892 2436 402
892 3479 693
892 3563 10
892 3825 1
893 2173 4
893 2344 1
893 2401 69
893 3056 2
893 3332 766
894 4423 866
895 1097 752
896 986 8
896 1432 9
896 1524 8
896 1937 727
896 2028 530
896 2252 5
896 3107 3
896 3567 215
897 1655 908
897 1974 2
897 2079 276
897 2732 369
897 3112 7
897 3512 4
898 1810 3
898 1966 7
898 3031 10
898 4044 7
898 4516 83
898 4656 837
899 1550 532
899 4889 868
900 1495 1
900 2775 467
900 2990 45
900 3367 552
901 2666 271
901 2785 10
901 3803 3
902 2383 2
902 4735 679
903 1011 4
903 1718 733
903 2965 210
903 3243 80
903 3318 8
904 1317 290
904 1493 3
904 1590 9
904 3045 2
904 3579 5
904 3610 1
904 3616 1
905 1474 927
905 3664 597
905 4940 19
906 1015 6
906 3292 112
906 3633 745
907 1073 4
907 1209 5
907 2049 134
908 1227 519
908 1545 774
908 1622 748
908 2637 805
908 2788 6
909 4673 394
910 930 5
910 947 9
910 2586 6
911 1469 28
911 3275 9
911 3710 912
911 4440 363
912 1301 6
912 2153 3
912 2577 966
912 3464 6
912 3578 796
912 3804 10
913 937 649
913 1676 4
913 4334 780
914 3642 89
914 3768 10
915 1249 1
915 1562 5
915 3307 8
916 2650 757
916 2907 6
916 2979 300
916 4976 5
917 2614 3
917 3094 2
917 3384 8
917 3525 6
918 1986 882
919 2159 108
919 3161 5
919 3197 5
919 3323 1
920 1007 2
920 2161 557
920 2852 672
921 967 9
921 2029 1
921 2084 966
921 2775 1
921 4779 285
922 1485 1
922 1667 9
922 2397 954
922 2771 6
922 3304 598
922 3992 284
922 4745 363
923 1559 4
923 1729 5
923 2446 2
923 3670 7
924 1822 4
924 1893 1
924 2276 1
924 2531 977
924 3169 815
925 2592 771
926 2555 338
926 2705 6
926 2857 25
926 3588 739
927 1850 858
928 1848 62
928 2565 3
928 4571 4
928 4828 292
930 1459 3
930 1549 685
930 3300 98
930 3698 8
930 3747 9
931 1178 566
931 1303 941
931 1653 6
931 4903 880
932 1413 700
932 1854 5
932 2592 8
932 2995 1
933 1304 266
933 2306 10
933 2991 2
933 3400 6
934 1941 5
934 2042 829
